driver	response
0.7275749364242126	-0.4382906388431292
-1.5671613778739435	0.1157966008301805
-1.2961050960020786	1.0822490383962873
-0.8750139744389243	-0.3484171323042307
-0.7748137210714582	-0.5889642181838846
-1.6264760408381704	-0.7020978516755013
0.257269748834637	0.009358091590421877
-1.2170864889283715	-0.3560338711460133
-0.10260989781117788	2.663973642464846
0.9551208463366908	-0.5125125554753358
0.3991401963286559	0.52698757917777
-0.7498540570216418	0.18744662222371883
0.3876490309381108	1.6029735477076286
0.6204302241583141	1.8531941015564708
-1.5130933520034222	-0.9224274017260979
-0.30103515423610677	1.0104068636291994
-1.6653778702968178	1.3830631475045643
0.8344065714856064	-0.020171905949465618
-1.2888376699908275	0.7105073275408583
-0.1868208923653212	0.8308856347931238
1.5479073559134382	-0.2830098520511808
-0.13777451704515545	-0.03073123191617617
0.9092154052623818	0.4722082915617998
0.07943486766282883	-1.8062306070326175
-1.742476971670984	0.5695950576096926
0.8583602804945497	-0.6949436470319584
-1.0236393264361283	-0.5011519529802514
-0.15117934271575567	-0.15902544465177534
0.4785425874760219	0.9870069194586389
-0.3169220403865518	-0.6573258904619658
-2.406571809846412	-1.230062334181732
-1.9563452447796115	-1.1223548534176757
0.6368125723373002	-1.735689615330178
-1.1260842983537598	-1.160582120928375
0.39458187554334206	-0.32564865716901337
0.09257737807150213	0.5749308734534718
1.4824968902283966	-0.9881129427808781
-0.5529706227383693	-0.8963987381409305
-1.0463797611620593	0.9320221227616725
-0.3098899267114449	-0.5795183051463872
-0.3620237340916469	0.1067661042348794
-0.5320712639589353	0.1982475941801338
1.7846829194114415	-0.7687622637664724
0.7580374688437834	-0.5781002555261946
0.016683142967016933	-0.21762227846340662
-0.0649551857630059	-0.6873817637091506
-0.4165512128052521	-0.5782851211694899
-0.33370819724790224	0.16025294770628035
-0.4566562229874564	-0.5518262414020481
0.41739242479519817	-0.23246475445601658
