driver	response
-0.06323096940953264	0.26280268101101717
-0.18682744072323595	1.362073328998277
0.09994995446214246	-0.11216225221514475
-1.078880992050883	1.6325413171777206
-1.2162483251176217	1.2349900299668428
-0.7928133912914714	-0.05427276639322368
-2.2254759407945137	-0.703635001809226
-0.8121542209266023	0.057216777267158576
0.7367594577649748	0.1422447221512302
0.6755266834029271	-0.07039292190680722
-1.246433270823512	-1.7759907421590595
-0.2992882488092018	-1.1630010110380657
-0.8646770283288931	-0.08096074830603786
-2.1239213207194223	-0.6383794557249938
-1.5291076760109548	-1.882877694997584
0.47969205764232026	-0.9070216796992969
0.2830858695624525	0.2624574543380721
-0.3482269353678453	-2.3267155687917533
-1.692184707469596	-0.5307726825516534
-0.20400607809155655	2.396065904478721
0.7709040204540102	0.5986415722689817
-0.6802908044207706	-1.86720233439915
1.6544136084636454	-0.7554670159945442
-0.041724644630119864	-0.4016369018000095
0.4629720137773415	2.652285993624012
-0.07714195288739521	-0.7438447103350957
-0.27920724284322784	-0.21983175954739978
-0.08750704553219678	1.31538354920384
-0.47703129498374097	0.9396351643833237
1.2766151003306738	-1.4143086593607548
1.114763180938149	-1.416392157654687
0.33562757113028985	-0.0644922350297225
0.2002940642728909	-0.7028993942889873
0.12112417321972903	1.9578759920108615
1.2144676792747917	-0.2639393703528259
-0.10955460143116917	-1.0633874937464274
-1.1773226686960754	-1.7638847660369603
0.017150050303948196	-0.35840137259081084
0.6510342291160662	0.40899585845156605
-0.16539097122658472	0.9553508907393192
1.5770093460388666	0.9790873000201435
-0.02975684423146104	-0.4456124645903733
-1.1170043566758854	0.9752757483535087
-2.5613370835966642	-0.8320741775462642
-0.32292935277357976	0.9060469264643438
0.4257518277645009	0.3636092656336218
0.760510475511453	0.7671541645329566
-1.2409405776976083	1.242095406745573
-0.3877201684632136	-0.04203562489311629
0.032410469855474786	1.3503606018559717
